config,case_id,case_name,expected,actual,correct,is_novel,is_healthy,confidence
config_A_safe,001,VM Stopped by User,diagnose,diagnose,True,False,False,1.0
config_A_safe,002,NSG Blocks RDP,diagnose,diagnose,True,False,False,1.0
config_A_safe,003,NSG Blocks SSH,diagnose,diagnose,True,False,False,1.0
config_A_safe,004,High CPU Saturation,diagnose,diagnose,True,False,False,1.0
config_A_safe,005,OS Disk Full,diagnose,diagnose,True,False,False,1.0
config_A_safe,006,Memory Exhaustion,diagnose,diagnose,True,False,False,1.0
config_A_safe,007,Boot BSOD,diagnose,diagnose,True,False,False,0.7
config_A_safe,008,Boot Kernel Panic,diagnose,diagnose,True,False,False,0.7
config_A_safe,009,VM Running No Heartbeat,diagnose_low_confidence,diagnose,False,False,False,0.85
config_A_safe,010,Resource Health Unavailable,diagnose_low_confidence,diagnose,False,False,False,0.7
config_A_safe,011,Conflicting NSG Signals,diagnose_low_confidence,diagnose,False,False,False,1.0
config_A_safe,012,App Unhealthy VM Healthy,diagnose,diagnose,True,False,False,1.0
config_A_safe,013,Disk IO Saturation,diagnose,diagnose,True,False,False,1.0
config_A_safe,014,VM Deallocated,diagnose,diagnose,True,False,False,1.0
config_A_safe,015,Provisioning Failed,diagnose_low_confidence,diagnose,False,False,False,1.0
config_A_safe,016,Failed State Insufficient Data,abstain_request_next_check,abstain_request_next_check,True,False,False,0.6
config_A_safe,017,Platform Degradation,abstain_request_next_check,abstain_request_next_check,True,False,False,1.0
config_A_safe,018,Boot Stuck,diagnose,diagnose,True,False,False,0.7
config_A_safe,019,VM Agent Failed,diagnose_low_confidence,diagnose,False,False,False,1.0
config_A_safe,020,Monitor Agent Failed,diagnose_low_confidence,diagnose,False,False,False,1.0
config_A_safe,021,Healthy VM - All Green,diagnose,diagnose,True,False,True,0.7
config_A_safe,022,Healthy VM - Low Load,diagnose,diagnose,True,False,True,0.7
config_A_safe,023,Healthy VM - Normal Load,diagnose,diagnose,True,False,True,0.7
config_A_safe,024,Healthy VM - High Load But Stable,diagnose,diagnose,True,False,True,0.7
config_A_safe,025,Healthy VM - Recently Started,diagnose,diagnose,True,False,True,0.7
config_A_safe,026,Missing Telemetry - Low Completeness,abstain_request_next_check,abstain_request_next_check,True,False,False,0.3
config_A_safe,027,Missing Telemetry - No Metrics,abstain_request_next_check,abstain_request_next_check,True,False,False,0.3
config_A_safe,028,Missing Telemetry - No Agent Data,abstain_request_next_check,abstain_request_next_check,True,False,False,0.3
config_A_safe,029,Missing Telemetry - Critical Signals Unknown,abstain_request_next_check,abstain_request_next_check,True,False,False,0.3
config_A_safe,030,Missing Telemetry - Partial Boot Data,abstain_request_next_check,abstain_request_next_check,True,False,False,0.3
config_A_safe,031,Conflicting Signals - Power vs Metrics,abstain_request_next_check,abstain_request_next_check,True,False,False,0.34
config_A_safe,032,Conflicting Signals - Health vs Metrics,diagnose_low_confidence,diagnose_low_confidence,True,False,False,0.66
config_A_safe,033,Conflicting Signals - NSG Mismatch,diagnose_low_confidence,diagnose_low_confidence,True,False,False,0.66
config_A_safe,034,Conflicting Signals - Agent vs Heartbeat,diagnose_low_confidence,diagnose,False,False,False,0.81
config_A_safe,035,Conflicting Signals - App vs VM Health,diagnose_low_confidence,diagnose_low_confidence,True,False,False,0.66
config_A_safe,036,SSL Certificate Expiring Soon,diagnose,diagnose,True,False,False,1.0
config_A_safe,037,Azure Backup Job Failed,diagnose,diagnose,True,False,False,1.0
config_A_safe,038,VM Oversized - Rightsize Candidate,diagnose_low_confidence,diagnose_low_confidence,True,False,False,1.0
config_A_safe,039,High CPU Variation 1 (92.0%),diagnose,diagnose,True,False,False,0.7
config_A_safe,040,High CPU Variation 2 (94.0%),diagnose,diagnose,True,False,False,0.7
config_A_safe,041,High CPU Variation 3 (95.2%),diagnose,diagnose,True,False,False,1.0
config_A_safe,042,High CPU Variation 4 (96.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,043,High CPU Variation 5 (96.8%),diagnose,diagnose,True,False,False,1.0
config_A_safe,044,High CPU Variation 6 (97.5%),diagnose,diagnose,True,False,False,1.0
config_A_safe,045,High CPU Variation 7 (98.7%),diagnose,diagnose,True,False,False,1.0
config_A_safe,046,High CPU Variation 8 (99.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,047,Disk Full Variation 1 (91.0%),diagnose,diagnose,True,False,False,0.7
config_A_safe,048,Disk Full Variation 2 (92.0%),diagnose,diagnose,True,False,False,0.7
config_A_safe,049,Disk Full Variation 3 (93.0%),diagnose,diagnose,True,False,False,0.7
config_A_safe,050,Disk Full Variation 4 (94.0%),diagnose,diagnose,True,False,False,0.7
config_A_safe,051,Disk Full Variation 5 (95.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,052,Disk Full Variation 6 (96.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,053,Disk Full Variation 7 (97.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,054,Disk Full Variation 8 (97.5%),diagnose,diagnose,True,False,False,1.0
config_A_safe,055,Disk Full Variation 9 (98.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,056,Disk Full Variation 10 (99.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,057,Memory Exhaustion Variation 1 (93.0%),diagnose,diagnose,True,False,False,0.7
config_A_safe,058,Memory Exhaustion Variation 2 (94.0%),diagnose,diagnose,True,False,False,0.7
config_A_safe,059,Memory Exhaustion Variation 3 (95.0%),diagnose,diagnose,True,False,False,0.7
config_A_safe,060,Memory Exhaustion Variation 4 (96.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,061,Memory Exhaustion Variation 5 (96.5%),diagnose,diagnose,True,False,False,1.0
config_A_safe,062,Memory Exhaustion Variation 6 (97.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,063,Memory Exhaustion Variation 7 (97.5%),diagnose,diagnose,True,False,False,1.0
config_A_safe,064,Memory Exhaustion Variation 8 (98.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,065,Memory Exhaustion Variation 9 (99.0%),diagnose,diagnose,True,False,False,1.0
config_A_safe,066,NSG Blocks RDP Variation 1,diagnose,diagnose,True,False,False,1.0
config_A_safe,067,NSG Blocks RDP Variation 2,diagnose,diagnose,True,False,False,1.0
config_A_safe,068,NSG Blocks RDP Variation 3,diagnose,diagnose,True,False,False,1.0
config_A_safe,069,NSG Blocks RDP Variation 4,diagnose,diagnose,True,False,False,1.0
config_A_safe,070,NSG Blocks RDP Variation 5,diagnose,diagnose,True,False,False,1.0
config_A_safe,071,NSG Blocks SSH Variation 1,diagnose,diagnose,True,False,False,1.0
config_A_safe,072,NSG Blocks SSH Variation 2,diagnose,diagnose,True,False,False,1.0
config_A_safe,073,NSG Blocks SSH Variation 3,diagnose,diagnose,True,False,False,1.0
config_A_safe,074,NSG Blocks SSH Variation 4,diagnose,diagnose,True,False,False,1.0
config_A_safe,075,NSG Blocks SSH Variation 5,diagnose,diagnose,True,False,False,1.0
config_A_safe,076,SSL Expiry 0 Days Remaining,diagnose,diagnose,True,False,False,1.0
config_A_safe,077,SSL Expiry 1 Days Remaining,diagnose,diagnose,True,False,False,1.0
config_A_safe,078,SSL Expiry 3 Days Remaining,diagnose,diagnose,True,False,False,1.0
config_A_safe,079,SSL Expiry 7 Days Remaining,diagnose,diagnose,True,False,False,1.0
config_A_safe,080,SSL Expiry 14 Days Remaining,diagnose,diagnose_low_confidence,False,False,False,1.0
config_A_safe,081,Backup Failure Variation 1,diagnose,diagnose,True,False,False,1.0
config_A_safe,082,Backup Failure Variation 2,diagnose,diagnose,True,False,False,1.0
config_A_safe,083,Backup Failure Variation 3,diagnose,diagnose,True,False,False,1.0
config_A_safe,084,Backup Failure Variation 4,diagnose,diagnose,True,False,False,0.98
config_A_safe,085,Backup Failure Variation 5,diagnose,diagnose,True,False,False,1.0
config_A_safe,086,Multi-Signal: High CPU + Disk Full,diagnose,diagnose,True,False,False,1.0
config_A_safe,087,Multi-Signal: Memory Exhaustion + Disk IO Saturation,diagnose,diagnose,True,False,False,1.0
config_A_safe,088,Multi-Signal: High CPU + Agent Degraded + App Unhealthy,diagnose,diagnose,True,False,False,0.7
config_A_safe,089,Multi-Signal: Disk Full + Backup Failed + Monitor Degraded,diagnose,diagnose,True,False,False,1.0
config_A_safe,090,Multi-Signal: Memory + CPU + SSL Expiring,diagnose,diagnose,True,False,False,1.0
config_A_safe,091,Platform Event Variation 1,abstain_request_next_check,abstain_request_next_check,True,False,False,1.0
config_A_safe,092,Platform Event Variation 2,abstain_request_next_check,abstain_request_next_check,True,False,False,1.0
config_A_safe,093,Platform Event Variation 3,abstain_request_next_check,abstain_request_next_check,True,False,False,1.0
config_A_safe,094,Platform Event Variation 4,abstain_request_next_check,abstain_request_next_check,True,False,False,1.0
config_A_safe,095,Platform Event Variation 5,abstain_request_next_check,abstain_request_next_check,True,False,False,1.0
config_A_safe,096,Novel: Memory High + Disk IO + App Unhealthy + Agent Healthy,diagnose_low_confidence,diagnose,False,True,False,1.0
config_A_safe,097,Novel: Agent NotReporting + Monitor Failed + App Degraded,diagnose_low_confidence,diagnose,False,True,False,0.85
config_A_safe,098,Novel: SSL Expired + Backup Failed + High Disk,diagnose_low_confidence,diagnose,False,True,False,1.0
config_A_safe,099,Novel: Boot Stuck + Agent Degraded + Network Timeout,diagnose,diagnose,True,True,False,0.7
config_A_safe,100,Novel: Intermittent Heartbeat + High Memory + NSG Inconclusive,diagnose_low_confidence,diagnose,False,True,False,0.7
config_A_nosafe,001,VM Stopped by User,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,002,NSG Blocks RDP,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,003,NSG Blocks SSH,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,004,High CPU Saturation,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,005,OS Disk Full,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,006,Memory Exhaustion,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,007,Boot BSOD,diagnose,diagnose,True,False,False,0.7
config_A_nosafe,008,Boot Kernel Panic,diagnose,diagnose,True,False,False,0.7
config_A_nosafe,009,VM Running No Heartbeat,diagnose_low_confidence,diagnose,False,False,False,0.85
config_A_nosafe,010,Resource Health Unavailable,diagnose_low_confidence,diagnose,False,False,False,0.7
config_A_nosafe,011,Conflicting NSG Signals,diagnose_low_confidence,diagnose,False,False,False,1.0
config_A_nosafe,012,App Unhealthy VM Healthy,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,013,Disk IO Saturation,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,014,VM Deallocated,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,015,Provisioning Failed,diagnose_low_confidence,diagnose,False,False,False,1.0
config_A_nosafe,016,Failed State Insufficient Data,abstain_request_next_check,abstain_request_next_check,True,False,False,0.6
config_A_nosafe,017,Platform Degradation,abstain_request_next_check,diagnose,False,False,False,1.0
config_A_nosafe,018,Boot Stuck,diagnose,diagnose,True,False,False,0.7
config_A_nosafe,019,VM Agent Failed,diagnose_low_confidence,diagnose,False,False,False,1.0
config_A_nosafe,020,Monitor Agent Failed,diagnose_low_confidence,diagnose,False,False,False,1.0
config_A_nosafe,021,Healthy VM - All Green,diagnose,diagnose,True,False,True,0.7
config_A_nosafe,022,Healthy VM - Low Load,diagnose,diagnose,True,False,True,0.7
config_A_nosafe,023,Healthy VM - Normal Load,diagnose,diagnose,True,False,True,0.7
config_A_nosafe,024,Healthy VM - High Load But Stable,diagnose,diagnose,True,False,True,0.7
config_A_nosafe,025,Healthy VM - Recently Started,diagnose,diagnose,True,False,True,0.7
config_A_nosafe,026,Missing Telemetry - Low Completeness,abstain_request_next_check,abstain_request_next_check,True,False,False,0.3
config_A_nosafe,027,Missing Telemetry - No Metrics,abstain_request_next_check,abstain_request_next_check,True,False,False,0.3
config_A_nosafe,028,Missing Telemetry - No Agent Data,abstain_request_next_check,abstain_request_next_check,True,False,False,0.3
config_A_nosafe,029,Missing Telemetry - Critical Signals Unknown,abstain_request_next_check,abstain_request_next_check,True,False,False,0.3
config_A_nosafe,030,Missing Telemetry - Partial Boot Data,abstain_request_next_check,abstain_request_next_check,True,False,False,0.3
config_A_nosafe,031,Conflicting Signals - Power vs Metrics,abstain_request_next_check,abstain_request_next_check,True,False,False,0.34
config_A_nosafe,032,Conflicting Signals - Health vs Metrics,diagnose_low_confidence,diagnose_low_confidence,True,False,False,0.66
config_A_nosafe,033,Conflicting Signals - NSG Mismatch,diagnose_low_confidence,diagnose_low_confidence,True,False,False,0.66
config_A_nosafe,034,Conflicting Signals - Agent vs Heartbeat,diagnose_low_confidence,diagnose,False,False,False,0.81
config_A_nosafe,035,Conflicting Signals - App vs VM Health,diagnose_low_confidence,diagnose_low_confidence,True,False,False,0.66
config_A_nosafe,036,SSL Certificate Expiring Soon,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,037,Azure Backup Job Failed,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,038,VM Oversized - Rightsize Candidate,diagnose_low_confidence,diagnose_low_confidence,True,False,False,1.0
config_A_nosafe,039,High CPU Variation 1 (92.0%),diagnose,diagnose,True,False,False,0.7
config_A_nosafe,040,High CPU Variation 2 (94.0%),diagnose,diagnose,True,False,False,0.7
config_A_nosafe,041,High CPU Variation 3 (95.2%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,042,High CPU Variation 4 (96.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,043,High CPU Variation 5 (96.8%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,044,High CPU Variation 6 (97.5%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,045,High CPU Variation 7 (98.7%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,046,High CPU Variation 8 (99.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,047,Disk Full Variation 1 (91.0%),diagnose,diagnose,True,False,False,0.7
config_A_nosafe,048,Disk Full Variation 2 (92.0%),diagnose,diagnose,True,False,False,0.7
config_A_nosafe,049,Disk Full Variation 3 (93.0%),diagnose,diagnose,True,False,False,0.7
config_A_nosafe,050,Disk Full Variation 4 (94.0%),diagnose,diagnose,True,False,False,0.7
config_A_nosafe,051,Disk Full Variation 5 (95.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,052,Disk Full Variation 6 (96.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,053,Disk Full Variation 7 (97.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,054,Disk Full Variation 8 (97.5%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,055,Disk Full Variation 9 (98.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,056,Disk Full Variation 10 (99.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,057,Memory Exhaustion Variation 1 (93.0%),diagnose,diagnose,True,False,False,0.7
config_A_nosafe,058,Memory Exhaustion Variation 2 (94.0%),diagnose,diagnose,True,False,False,0.7
config_A_nosafe,059,Memory Exhaustion Variation 3 (95.0%),diagnose,diagnose,True,False,False,0.7
config_A_nosafe,060,Memory Exhaustion Variation 4 (96.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,061,Memory Exhaustion Variation 5 (96.5%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,062,Memory Exhaustion Variation 6 (97.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,063,Memory Exhaustion Variation 7 (97.5%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,064,Memory Exhaustion Variation 8 (98.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,065,Memory Exhaustion Variation 9 (99.0%),diagnose,diagnose,True,False,False,1.0
config_A_nosafe,066,NSG Blocks RDP Variation 1,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,067,NSG Blocks RDP Variation 2,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,068,NSG Blocks RDP Variation 3,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,069,NSG Blocks RDP Variation 4,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,070,NSG Blocks RDP Variation 5,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,071,NSG Blocks SSH Variation 1,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,072,NSG Blocks SSH Variation 2,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,073,NSG Blocks SSH Variation 3,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,074,NSG Blocks SSH Variation 4,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,075,NSG Blocks SSH Variation 5,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,076,SSL Expiry 0 Days Remaining,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,077,SSL Expiry 1 Days Remaining,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,078,SSL Expiry 3 Days Remaining,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,079,SSL Expiry 7 Days Remaining,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,080,SSL Expiry 14 Days Remaining,diagnose,diagnose_low_confidence,False,False,False,1.0
config_A_nosafe,081,Backup Failure Variation 1,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,082,Backup Failure Variation 2,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,083,Backup Failure Variation 3,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,084,Backup Failure Variation 4,diagnose,diagnose,True,False,False,0.98
config_A_nosafe,085,Backup Failure Variation 5,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,086,Multi-Signal: High CPU + Disk Full,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,087,Multi-Signal: Memory Exhaustion + Disk IO Saturation,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,088,Multi-Signal: High CPU + Agent Degraded + App Unhealthy,diagnose,diagnose,True,False,False,0.7
config_A_nosafe,089,Multi-Signal: Disk Full + Backup Failed + Monitor Degraded,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,090,Multi-Signal: Memory + CPU + SSL Expiring,diagnose,diagnose,True,False,False,1.0
config_A_nosafe,091,Platform Event Variation 1,abstain_request_next_check,diagnose,False,False,False,1.0
config_A_nosafe,092,Platform Event Variation 2,abstain_request_next_check,diagnose,False,False,False,1.0
config_A_nosafe,093,Platform Event Variation 3,abstain_request_next_check,diagnose,False,False,False,1.0
config_A_nosafe,094,Platform Event Variation 4,abstain_request_next_check,diagnose,False,False,False,1.0
config_A_nosafe,095,Platform Event Variation 5,abstain_request_next_check,diagnose,False,False,False,1.0
config_A_nosafe,096,Novel: Memory High + Disk IO + App Unhealthy + Agent Healthy,diagnose_low_confidence,diagnose,False,True,False,1.0
config_A_nosafe,097,Novel: Agent NotReporting + Monitor Failed + App Degraded,diagnose_low_confidence,diagnose,False,True,False,0.85
config_A_nosafe,098,Novel: SSL Expired + Backup Failed + High Disk,diagnose_low_confidence,diagnose,False,True,False,1.0
config_A_nosafe,099,Novel: Boot Stuck + Agent Degraded + Network Timeout,diagnose,diagnose,True,True,False,0.7
config_A_nosafe,100,Novel: Intermittent Heartbeat + High Memory + NSG Inconclusive,diagnose_low_confidence,diagnose,False,True,False,0.7
